customer_id,edad,customer_gender,customer_signup_time,item_id,item_title,item_category,item_price,color,item_avg_rating,item_num_ratings,item_release_date,purchase_timestamp,customer_item_views,purchase_item_rating,purchase_device,label
CUST_0064,22,3.0,24.442,ITEM_0032,Elegant,,1274.79,-0.1,3.53,57,2023-04-23,2023-06-13,6,,mobile,1
CUST_0065,27,1.0,14.258,ITEM_0034,Exclusive Premium,,1021.87,-0.429,3.44,28,2023-08-01,2023-09-15,8,,desktop,1
CUST_0066,25,1.0,23.39,ITEM_0094,Stylish,,1457.27,-0.429,4.05,6,2025-07-12,2025-08-14,7,3.5,desktop,1
CUST_0067,28,1.0,29.435,ITEM_0013,Exclusive Stylish,,1083.02,-0.1,3.45,13,2025-04-27,2025-07-28,6,,mobile,1
CUST_0068,24,3.0,7.917,ITEM_0032,Elegant,,1274.79,-0.1,3.53,57,2023-04-23,2023-07-23,9,,mobile,1
CUST_0069,25,1.0,5.65,ITEM_0067,Modern,,1362.81,-0.429,3.31,49,2023-07-18,2023-09-07,2,4.0,mobile,1
CUST_0070,21,1.0,7.359,ITEM_0090,Stylish,,1086.06,0.714,3.46,38,2024-05-09,2024-07-19,4,,mobile,1
CUST_0071,29,1.0,29.829,ITEM_0053,Premium,,1160.75,-0.429,3.34,19,2024-07-18,2024-10-09,4,,mobile,1
CUST_0072,23,3.0,11.005,ITEM_0046,Stylish,,1432.79,0.714,2.83,3,2025-08-31,2025-10-30,4,,mobile,1
CUST_0073,23,3.0,14.126,ITEM_0011,Exclusive,,1454.61,-0.1,3.34,69,2023-04-07,2023-06-12,5,,mobile,1
CUST_0074,23,3.0,31.078,ITEM_0079,Elegant,,1000.74,0.714,3.21,10,2025-03-25,2025-03-25,11,,desktop,1
CUST_0075,25,1.0,14.06,ITEM_0039,Elegant,,1482.01,0.714,3.49,13,2025-02-10,2025-05-20,10,,mobile,1
CUST_0076,21,3.0,4.041,ITEM_0013,Exclusive Stylish,,1083.02,-0.1,3.45,13,2025-04-27,2025-06-04,8,4.5,desktop,1
CUST_0077,20,1.0,2.102,ITEM_0014,Exclusive,,1006.3,-0.714,3.28,33,2024-06-20,2024-10-02,4,,mobile,1
CUST_0078,29,3.0,10.841,ITEM_0027,Premium,,1302.04,0.714,3.15,35,2023-10-10,2023-12-05,7,,desktop,1
CUST_0079,20,3.0,30.946,ITEM_0025,Exclusive Elegant,,1474.05,-0.1,3.94,24,2024-07-03,2024-07-10,7,,mobile,1
CUST_0080,22,3.0,6.866,ITEM_0005,Exclusive,,1281.0,0.714,3.2,27,2024-06-16,2024-09-13,6,,mobile,1
CUST_0081,18,3.0,12.024,ITEM_0066,Exclusive Elegant,,1236.9,-0.429,3.57,34,2023-08-06,2023-12-03,6,,mobile,1
CUST_0082,23,3.0,13.108,ITEM_0011,Exclusive,,1454.61,-0.1,3.34,69,2023-04-07,2023-07-20,3,,mobile,1
CUST_0083,24,3.0,18.167,ITEM_0024,Modern,,1258.72,-0.1,3.65,35,2024-03-06,2024-04-30,2,,desktop,1
CUST_0084,20,3.0,27.792,ITEM_0001,Elegant,,1489.82,-0.1,3.74,19,2025-02-09,2025-05-22,5,4.0,desktop,1
CUST_0085,26,3.0,0.854,ITEM_0040,Stylish,,1417.74,-0.1,3.42,19,2024-07-02,2024-09-11,3,,desktop,1
CUST_0086,21,3.0,2.891,ITEM_0050,Premium,,1329.27,-0.429,3.54,67,2023-05-07,2023-07-11,6,4.5,mobile,1
CUST_0087,24,3.0,23.357,ITEM_0017,Premium,,1217.75,-0.429,3.34,6,2025-06-14,2025-07-03,6,,mobile,1
CUST_0088,27,1.0,7.95,ITEM_0003,Stylish,,1079.45,-0.1,3.02,4,2025-04-07,2025-06-11,5,,mobile,1
CUST_0089,27,2.0,11.202,ITEM_0079,Elegant,,1000.74,0.714,3.21,10,2025-03-25,2025-07-18,9,3.0,mobile,1
CUST_0090,23,3.0,32.326,ITEM_0065,Modern,,1274.19,-0.1,3.48,45,2023-08-16,2023-10-24,7,,mobile,1
CUST_0091,18,1.0,17.247,ITEM_0067,Modern,,1362.81,-0.429,3.31,49,2023-07-18,2023-11-08,4,,desktop,1
CUST_0092,20,1.0,2.332,ITEM_0033,Exclusive Elegant,,1318.94,-0.429,3.34,23,2024-09-20,2025-01-01,3,,mobile,1
CUST_0093,29,1.0,13.896,ITEM_0100,Stylish,,1382.22,0.714,3.44,6,2025-08-31,2025-09-18,6,,mobile,1
CUST_0094,29,1.0,19.809,ITEM_0007,Elegant,,1360.0,0.714,3.06,6,2025-06-13,2025-06-18,9,,mobile,1
CUST_0095,20,3.0,31.702,ITEM_0083,Premium,,1012.6,-0.1,3.57,8,2025-06-02,2025-09-09,5,5.0,desktop,1
CUST_0096,27,1.0,19.12,ITEM_0065,Modern,,1274.19,-0.1,3.48,45,2023-08-16,2023-10-12,8,,mobile,1
CUST_0097,27,1.0,16.656,ITEM_0001,Elegant,,1489.82,-0.1,3.74,19,2025-02-09,2025-06-01,4,,desktop,1
CUST_0098,26,2.0,7.852,ITEM_0039,Elegant,,1482.01,0.714,3.49,13,2025-02-10,2025-05-22,2,,mobile,1
CUST_0099,25,1.0,8.574,ITEM_0002,Premium,,1093.05,0.714,3.54,66,2023-02-18,2023-06-14,5,,mobile,1
CUST_0100,19,1.0,11.038,ITEM_0084,Exclusive,,1312.51,-0.429,3.61,29,2024-05-28,2024-07-12,5,,desktop,1
CUST_0101,29,1.0,15.604,ITEM_0011,Exclusive,,1454.61,-0.1,3.34,69,2023-04-07,2023-04-13,4,,desktop,1
CUST_0103,28,3.0,27.037,ITEM_0011,Exclusive,,1454.61,-0.1,3.34,69,2023-04-07,2023-04-10,6,4.5,mobile,1
CUST_0104,20,3.0,24.146,ITEM_0089,Stylish,,1173.26,-0.429,3.39,57,2023-07-23,2023-10-04,3,4.5,mobile,1
CUST_0105,21,3.0,16.229,ITEM_0088,Premium,,1216.01,0.714,3.49,23,2024-07-22,2024-09-20,2,,mobile,1
CUST_0106,20,3.0,1.708,ITEM_0092,Modern,,1469.53,0.714,4.22,1,2025-07-05,2025-10-12,4,,desktop,1
CUST_0107,24,3.0,14.159,ITEM_0089,Stylish,,1173.26,-0.429,3.39,57,2023-07-23,2023-08-11,2,4.5,mobile,1
CUST_0108,27,1.0,12.024,ITEM_0002,Premium,,1093.05,0.714,3.54,66,2023-02-18,2023-03-03,8,,mobile,1
CUST_0109,28,1.0,11.235,ITEM_0047,Exclusive Premium,,1320.1,-0.429,3.93,21,2025-01-06,2025-02-05,2,,desktop,1
CUST_0110,27,3.0,25.296,ITEM_0057,Exclusive,,1001.91,-0.714,3.53,47,2023-11-21,2023-12-04,5,,mobile,1
CUST_0111,27,1.0,12.024,ITEM_0029,Exclusive,,1253.71,-0.1,3.51,78,2023-02-10,2023-06-04,4,,mobile,1
CUST_0112,23,3.0,11.564,ITEM_0053,Premium,,1160.75,-0.429,3.34,19,2024-07-18,2024-09-29,2,,mobile,1
CUST_0113,21,1.0,16.064,ITEM_0096,Stylish,,1475.75,0.714,3.07,31,2024-10-11,2025-01-01,3,4.0,desktop,1
CUST_0114,21,3.0,24.573,ITEM_0030,Elegant,,1441.13,-0.429,3.16,2,2025-08-14,2025-11-18,3,3.0,mobile,1
CUST_0115,23,3.0,29.862,ITEM_0049,Stylish,,1495.27,-0.1,3.41,47,2024-01-05,2024-02-24,5,,mobile,1
CUST_0116,20,3.0,11.399,ITEM_0082,Stylish,,1489.26,0.714,3.72,34,2024-05-29,2024-07-24,6,,mobile,1
CUST_0117,21,3.0,3.449,ITEM_0077,Premium,,1405.44,-0.429,3.59,68,2023-02-09,2023-03-02,5,,mobile,1
CUST_0118,29,1.0,16.261,ITEM_0081,Exclusive,,1064.97,-0.1,4.4,12,2025-05-18,2025-06-03,6,,mobile,1
CUST_0119,25,1.0,28.449,ITEM_0061,Modern,,1398.12,-0.714,2.88,8,2025-05-04,2025-08-22,3,2.5,mobile,1
CUST_0120,22,1.0,3.745,ITEM_0054,Stylish,,1433.47,-0.1,3.52,61,2023-03-15,2023-04-29,4,3.5,desktop,1
CUST_0121,21,1.0,11.202,ITEM_0059,Premium,,1322.07,-0.1,3.85,13,2025-03-20,2025-04-19,2,3.5,desktop,1
CUST_0122,26,1.0,15.572,ITEM_0084,Exclusive,,1312.51,-0.429,3.61,29,2024-05-28,2024-08-19,6,,mobile,1
CUST_0123,23,1.0,11.301,ITEM_0032,Elegant,,1274.79,-0.1,3.53,57,2023-04-23,2023-06-08,3,,mobile,1
CUST_0124,27,1.0,7.096,ITEM_0057,Exclusive,,1001.91,-0.714,3.53,47,2023-11-21,2024-01-10,8,,mobile,1
CUST_0125,29,1.0,28.844,ITEM_0033,Exclusive Elegant,,1318.94,-0.429,3.34,23,2024-09-20,2024-12-28,3,,mobile,1
CUST_0126,27,1.0,27.004,ITEM_0022,Exclusive,,1148.62,0.714,3.57,5,2025-08-12,2025-10-01,5,,mobile,1
CUST_0127,21,3.0,2.53,ITEM_0061,Modern,,1398.12,-0.714,2.88,8,2025-05-04,2025-05-07,5,5.0,mobile,1
CUST_0128,18,3.0,17.707,ITEM_0046,Stylish,,1432.79,0.714,2.83,3,2025-08-31,2025-11-05,8,4.0,desktop,1
CUST_0129,20,2.0,20.039,ITEM_0017,Premium,,1217.75,-0.429,3.34,6,2025-06-14,2025-07-31,2,,mobile,1
CUST_0130,26,1.0,5.782,ITEM_0024,Modern,,1258.72,-0.1,3.65,35,2024-03-06,2024-05-23,4,,mobile,1
CUST_0131,22,1.0,6.537,ITEM_0044,Exclusive,,1482.01,0.714,3.19,47,2023-04-27,2023-05-05,3,4.5,mobile,1
CUST_0132,18,1.0,4.829,ITEM_0080,Premium,,1271.24,0.714,3.96,2,2025-08-25,2025-10-28,8,5.0,desktop,1
CUST_0133,28,1.0,10.217,ITEM_0049,Stylish,,1495.27,-0.1,3.41,47,2024-01-05,2024-04-05,1,2.5,mobile,1
CUST_0134,20,3.0,15.834,ITEM_0012,Exclusive,,1143.57,-0.1,3.31,34,2024-04-20,2024-06-08,5,,desktop,1
CUST_0135,22,3.0,7.523,ITEM_0001,Elegant,,1489.82,-0.1,3.74,19,2025-02-09,2025-05-24,1,,desktop,1
CUST_0136,22,3.0,17.806,ITEM_0002,Premium,,1093.05,0.714,3.54,66,2023-02-18,2023-04-13,2,4.5,mobile,1
CUST_0137,27,1.0,31.176,ITEM_0030,Elegant,,1441.13,-0.429,3.16,2,2025-08-14,2025-12-06,3,2.5,mobile,1
CUST_0138,18,3.0,31.735,ITEM_0070,Elegant,,1318.27,-0.1,3.59,22,2023-09-09,2023-12-28,7,,mobile,1
CUST_0139,27,2.0,10.71,ITEM_0050,Premium,,1329.27,-0.429,3.54,67,2023-05-07,2023-07-02,3,,mobile,1
CUST_0141,28,1.0,19.678,ITEM_0077,Premium,,1405.44,-0.429,3.59,68,2023-02-09,2023-06-05,8,,mobile,1
CUST_0142,22,2.0,2.957,ITEM_0095,Modern,,1025.01,-0.714,3.79,32,2024-03-11,2024-05-16,4,3.0,desktop,1
CUST_0143,23,1.0,7.753,ITEM_0098,Modern,,1333.23,-0.1,3.45,24,2024-07-21,2024-10-11,5,,mobile,1
CUST_0144,19,3.0,21.846,ITEM_0033,Exclusive Elegant,,1318.94,-0.429,3.34,23,2024-09-20,2024-12-11,4,,mobile,1
CUST_0145,21,3.0,27.398,ITEM_0044,Exclusive,,1482.01,0.714,3.19,47,2023-04-27,2023-05-24,6,,mobile,1
CUST_0146,24,3.0,14.356,ITEM_0021,Premium,,1486.39,0.714,2.83,8,2025-06-17,2025-08-01,1,,mobile,1
CUST_0147,27,1.0,19.678,ITEM_0084,Exclusive,,1312.51,-0.429,3.61,29,2024-05-28,2024-09-02,1,,mobile,1
CUST_0148,25,1.0,14.915,ITEM_0044,Exclusive,,1482.01,0.714,3.19,47,2023-04-27,2023-08-20,3,,desktop,1
CUST_0149,28,1.0,8.147,ITEM_0049,Stylish,,1495.27,-0.1,3.41,47,2024-01-05,2024-02-19,10,,mobile,1
CUST_0150,24,3.0,4.993,ITEM_0011,Exclusive,,1454.61,-0.1,3.34,69,2023-04-07,2023-08-01,6,,mobile,1
CUST_0005,23,3.0,8.279,ITEM_0034,Exclusive Premium,,1021.87,-0.429,3.44,28,2023-08-01,2023-08-04,9,,mobile,1
CUST_0065,27,1.0,14.258,ITEM_0032,Elegant,,1274.79,-0.1,3.53,57,2023-04-23,2023-08-10,10,,mobile,1
CUST_0085,26,3.0,0.854,ITEM_0084,Exclusive,,1312.51,-0.429,3.61,29,2024-05-28,2024-09-07,3,,mobile,1
CUST_0026,20,3.0,4.468,ITEM_0064,Stylish,,1008.78,-0.1,3.62,36,2024-05-15,2024-08-17,4,,mobile,1
CUST_0127,21,3.0,2.53,ITEM_0027,Premium,,1302.04,0.714,3.15,35,2023-10-10,2024-01-02,1,,mobile,1
CUST_0142,22,2.0,2.957,ITEM_0033,Exclusive Elegant,,1318.94,-0.429,3.34,23,2024-09-20,2024-11-18,5,,mobile,1
CUST_0064,22,3.0,24.442,ITEM_0077,Premium,,1405.44,-0.429,3.59,68,2023-02-09,2023-05-26,4,,mobile,1
CUST_0103,28,3.0,27.037,ITEM_0099,Exclusive,,1072.19,0.714,3.62,47,2023-12-01,2023-12-07,3,5.0,mobile,1
CUST_0056,21,3.0,26.445,ITEM_0074,Exclusive Premium,,1328.32,-0.1,3.45,45,2023-04-24,2023-05-03,1,,mobile,1
CUST_0012,19,3.0,20.105,ITEM_0074,Exclusive Premium,,1328.32,-0.1,3.45,45,2023-04-24,2023-08-13,4,,mobile,1
CUST_0021,29,1.0,31.275,ITEM_0027,Premium,,1302.04,0.714,3.15,35,2023-10-10,2023-12-17,9,,mobile,1
CUST_0135,22,3.0,7.523,ITEM_0051,Exclusive Modern,,1033.0,-0.714,3.48,59,2023-12-21,2024-01-17,5,,mobile,1
CUST_0093,29,1.0,13.896,ITEM_0062,Elegant,,1007.35,-0.429,3.7,17,2024-11-07,2025-01-06,4,,mobile,1
CUST_0139,27,2.0,10.71,ITEM_0056,Premium,,1374.32,-0.1,3.37,21,2024-08-13,2024-10-02,5,,mobile,1
CUST_0141,28,1.0,19.678,ITEM_0031,Stylish,,1029.76,-0.1,3.23,20,2024-11-17,2025-01-15,6,,mobile,1
CUST_0053,20,1.0,16.097,ITEM_0053,Premium,,1160.75,-0.429,3.34,19,2024-07-18,2024-08-14,5,5.0,mobile,1
CUST_0080,22,3.0,6.866,ITEM_0038,Premium,,1182.3,-0.429,3.52,43,2024-09-19,2024-09-26,3,,mobile,1
CUST_0003,25,3.0,11.104,ITEM_0018,Stylish,,1038.54,-0.1,3.52,45,2024-08-01,2024-10-17,4,,mobile,1
CUST_0026,20,3.0,4.468,ITEM_0019,Elegant,,1332.49,-0.429,3.42,51,2023-07-29,2023-11-16,4,,desktop,1
CUST_0028,28,1.0,31.669,ITEM_0068,Modern,,1404.93,-0.714,3.16,29,2024-11-17,2025-03-14,1,,mobile,1
CUST_0072,23,3.0,11.005,ITEM_0021,Premium,,1486.39,0.714,2.83,8,2025-06-17,2025-09-25,6,2.5,mobile,1
CUST_0071,29,1.0,29.829,ITEM_0051,Exclusive Modern,,1033.0,-0.714,3.48,59,2023-12-21,2024-04-01,7,,mobile,1
CUST_0141,28,1.0,19.678,ITEM_0034,Exclusive Premium,,1021.87,-0.429,3.44,28,2023-08-01,2023-08-31,5,,desktop,1
CUST_0006,27,1.0,0.788,ITEM_0053,Premium,,1160.75,-0.429,3.34,19,2024-07-18,2024-07-26,9,,mobile,1
CUST_0078,29,3.0,10.841,ITEM_0061,Modern,,1398.12,-0.714,2.88,8,2025-05-04,2025-08-10,4,,mobile,1
CUST_0128,18,3.0,17.707,ITEM_0025,Exclusive Elegant,,1474.05,-0.1,3.94,24,2024-07-03,2024-10-10,2,,mobile,1
CUST_0089,27,2.0,11.202,ITEM_0058,Exclusive,,1021.15,-0.429,3.83,8,2025-07-13,2025-07-22,4,,mobile,1
CUST_0032,18,3.0,1.38,ITEM_0013,Exclusive Stylish,,1083.02,-0.1,3.45,13,2025-04-27,2025-05-24,9,,mobile,1
CUST_0079,20,3.0,30.946,ITEM_0080,Premium,,1271.24,0.714,3.96,2,2025-08-25,2025-09-06,3,,mobile,1
CUST_0125,29,1.0,28.844,ITEM_0096,Stylish,,1475.75,0.714,3.07,31,2024-10-11,2024-10-24,4,,mobile,1
CUST_0014,29,1.0,26.216,ITEM_0048,Premium,,1346.27,-0.429,3.64,12,2025-03-20,2025-05-11,2,,mobile,1
CUST_0102,18,1.0,13.272,ITEM_0076,Elegant,,1444.44,-0.429,3.5,25,2025-01-23,2025-03-07,6,,mobile,1
CUST_0065,27,1.0,14.258,ITEM_0012,Exclusive,,1143.57,-0.1,3.31,34,2024-04-20,2024-05-04,4,,mobile,1
CUST_0072,23,3.0,11.005,ITEM_0057,Exclusive,,1001.91,-0.714,3.53,47,2023-11-21,2024-02-14,5,,mobile,1
CUST_0097,27,1.0,16.656,ITEM_0099,Exclusive,,1072.19,0.714,3.62,47,2023-12-01,2024-02-07,8,,desktop,1
CUST_0013,27,3.0,5.848,ITEM_0031,Stylish,,1029.76,-0.1,3.23,20,2024-11-17,2024-12-19,6,5.0,desktop,1
CUST_0130,26,1.0,5.782,ITEM_0100,Stylish,,1382.22,0.714,3.44,6,2025-08-31,2025-12-09,2,,mobile,1
CUST_0020,22,1.0,31.505,ITEM_0002,Premium,,1093.05,0.714,3.54,66,2023-02-18,2023-05-15,6,,desktop,1
CUST_0110,27,3.0,25.296,ITEM_0064,Stylish,,1008.78,-0.1,3.62,36,2024-05-15,2024-07-05,5,,mobile,1
CUST_0007,20,2.0,14.225,ITEM_0003,Stylish,,1079.45,-0.1,3.02,4,2025-04-07,2025-07-06,3,4.5,mobile,1
CUST_0111,27,1.0,12.024,ITEM_0089,Stylish,,1173.26,-0.429,3.39,57,2023-07-23,2023-10-26,3,,mobile,1
CUST_0034,22,3.0,5.946,ITEM_0079,Elegant,,1000.74,0.714,3.21,10,2025-03-25,2025-04-09,12,,mobile,1
CUST_0026,20,3.0,4.468,ITEM_0028,Exclusive,,1268.5,-0.429,3.4,72,2023-02-18,2023-05-31,5,5.0,mobile,1
CUST_0085,26,3.0,0.854,ITEM_0018,Stylish,,1038.54,-0.1,3.52,45,2024-08-01,2024-10-13,4,,mobile,1
CUST_0044,20,1.0,1.216,ITEM_0002,Premium,,1093.05,0.714,3.54,66,2023-02-18,2023-05-26,6,,mobile,1
CUST_0076,21,3.0,4.041,ITEM_0076,Elegant,,1444.44,-0.429,3.5,25,2025-01-23,2025-05-12,5,4.0,mobile,1
CUST_0004,23,3.0,1.445,ITEM_0075,Exclusive Stylish,,1290.04,-0.714,3.53,40,2023-04-09,2023-07-15,8,,mobile,1
CUST_0095,20,3.0,31.702,ITEM_0061,Modern,,1398.12,-0.714,2.88,8,2025-05-04,2025-06-26,2,,mobile,1
CUST_0026,20,3.0,4.468,ITEM_0092,Modern,,1469.53,0.714,4.22,1,2025-07-05,2025-08-03,7,,mobile,1
CUST_0009,21,3.0,22.47,ITEM_0031,Stylish,,1029.76,-0.1,3.23,20,2024-11-17,2025-02-23,9,,mobile,1
